image_id,file_name,local_filename,location,site_id,date_captured,seq_id,species_label,latitude,longitude,habitat_type,local_image_path
S1/F09/F09_R3/S1_F09_R3_PICT1352,S1/F09/F09_R3/S1_F09_R3_PICT1352.JPG,s1_f09_f09_r3_s1_f09_r3_pict1352.jpg,F09,F09,,SER_S1#F09#3#453,elephant,-2.3333,34.8333,unknown,images\s1_f09_f09_r3_s1_f09_r3_pict1352.jpg
S1/I07/I07_R1/S1_I07_R1_PICT2053,S1/I07/I07_R1/S1_I07_R1_PICT2053.JPG,s1_i07_i07_r1_s1_i07_r1_pict2053.jpg,I07,I07,,SER_S1#I07#1#686,elephant,-2.3333,34.8333,unknown,images\s1_i07_i07_r1_s1_i07_r1_pict2053.jpg
S1/I09/I09_R1/S1_I09_R1_PICT0872,S1/I09/I09_R1/S1_I09_R1_PICT0872.JPG,s1_i09_i09_r1_s1_i09_r1_pict0872.jpg,I09,I09,,SER_S1#I09#1#294,elephant,-2.3333,34.8333,unknown,images\s1_i09_i09_r1_s1_i09_r1_pict0872.jpg
S1/G12/G12_R1/S1_G12_R1_PICT5396,S1/G12/G12_R1/S1_G12_R1_PICT5396.JPG,s1_g12_g12_r1_s1_g12_r1_pict5396.jpg,G12,G12,,SER_S1#G12#1#1800,elephant,-2.3333,34.8333,unknown,images\s1_g12_g12_r1_s1_g12_r1_pict5396.jpg
S1/D06/D06_R1/S1_D06_R1_PICT1874,S1/D06/D06_R1/S1_D06_R1_PICT1874.JPG,s1_d06_d06_r1_s1_d06_r1_pict1874.jpg,D06,D06,,SER_S1#D06#1#1874,elephant,-2.2562,34.9027,kopje,images\s1_d06_d06_r1_s1_d06_r1_pict1874.jpg
S1/F05/F05_R2/S1_F05_R2_PICT0333,S1/F05/F05_R2/S1_F05_R2_PICT0333.JPG,s1_f05_f05_r2_s1_f05_r2_pict0333.jpg,F05,F05,,SER_S1#F05#2#111,elephant,-2.3562,34.8527,woodland,images\s1_f05_f05_r2_s1_f05_r2_pict0333.jpg
S1/F12/F12_R1/S1_F12_R1_PICT0451,S1/F12/F12_R1/S1_F12_R1_PICT0451.JPG,s1_f12_f12_r1_s1_f12_r1_pict0451.jpg,F12,F12,,SER_S1#F12#1#151,elephant,-2.3333,34.8333,unknown,images\s1_f12_f12_r1_s1_f12_r1_pict0451.jpg
S1/H02/H02_R2/S1_H02_R2_PICT0257,S1/H02/H02_R2/S1_H02_R2_PICT0257.JPG,s1_h02_h02_r2_s1_h02_r2_pict0257.jpg,H02,H02,,SER_S1#H02#2#86,elephant,-2.3333,34.8333,unknown,images\s1_h02_h02_r2_s1_h02_r2_pict0257.jpg
S1/I08/I08_R1/S1_I08_R1_PICT0253,S1/I08/I08_R1/S1_I08_R1_PICT0253.JPG,s1_i08_i08_r1_s1_i08_r1_pict0253.jpg,I08,I08,,SER_S1#I08#1#85,elephant,-2.3333,34.8333,unknown,images\s1_i08_i08_r1_s1_i08_r1_pict0253.jpg
S1/F06/F06_R3/S1_F06_R3_PICT0132,S1/F06/F06_R3/S1_F06_R3_PICT0132.JPG,s1_f06_f06_r3_s1_f06_r3_pict0132.jpg,F06,F06,,SER_S1#F06#3#45,elephant,-2.3562,34.9027,woodland,images\s1_f06_f06_r3_s1_f06_r3_pict0132.jpg
S1/B05/B05_R1/S1_B05_R1_PICT0056,S1/B05/B05_R1/S1_B05_R1_PICT0056.JPG,s1_b05_b05_r1_s1_b05_r1_pict0056.jpg,B05,B05,,SER_S1#B05#1#29,elephant,-2.1562,34.8527,open_grassland,images\s1_b05_b05_r1_s1_b05_r1_pict0056.jpg
S1/K10/K10_R1/S1_K10_R1_PICT0463,S1/K10/K10_R1/S1_K10_R1_PICT0463.JPG,s1_k10_k10_r1_s1_k10_r1_pict0463.jpg,K10,K10,,SER_S1#K10#1#155,elephant,-2.3333,34.8333,unknown,images\s1_k10_k10_r1_s1_k10_r1_pict0463.jpg
S1/K08/K08_R1/S1_K08_R1_PICT0149,S1/K08/K08_R1/S1_K08_R1_PICT0149.JPG,s1_k08_k08_r1_s1_k08_r1_pict0149.jpg,K08,K08,,SER_S1#K08#1#51,elephant,-2.3333,34.8333,unknown,images\s1_k08_k08_r1_s1_k08_r1_pict0149.jpg
S1/B05/B05_R3/S1_B05_R3_PICT0057,S1/B05/B05_R3/S1_B05_R3_PICT0057.JPG,s1_b05_b05_r3_s1_b05_r3_pict0057.jpg,B05,B05,,SER_S1#B05#3#20,elephant,-2.1562,34.8527,open_grassland,images\s1_b05_b05_r3_s1_b05_r3_pict0057.jpg
S1/E06/E06_R4/S1_E06_R4_PICT1150,S1/E06/E06_R4/S1_E06_R4_PICT1150.JPG,s1_e06_e06_r4_s1_e06_r4_pict1150.jpg,E06,E06,,SER_S1#E06#4#384,leopard,-2.3062,34.9027,kopje,images\s1_e06_e06_r4_s1_e06_r4_pict1150.jpg
S1/F12/F12_R1/S1_F12_R1_PICT0650,S1/F12/F12_R1/S1_F12_R1_PICT0650.JPG,s1_f12_f12_r1_s1_f12_r1_pict0650.jpg,F12,F12,,SER_S1#F12#1#218,leopard,-2.3333,34.8333,unknown,images\s1_f12_f12_r1_s1_f12_r1_pict0650.jpg
S1/T09/T09_R1/S1_T09_R1_PICT0126,S1/T09/T09_R1/S1_T09_R1_PICT0126.JPG,s1_t09_t09_r1_s1_t09_r1_pict0126.jpg,T09,T09,,SER_S1#T09#1#43,leopard,-2.3333,34.8333,unknown,images\s1_t09_t09_r1_s1_t09_r1_pict0126.jpg
S1/H06/H06_R4/S1_H06_R4_PICT1328,S1/H06/H06_R4/S1_H06_R4_PICT1328.JPG,s1_h06_h06_r4_s1_h06_r4_pict1328.jpg,H06,H06,,SER_S1#H06#4#444,leopard,-2.3333,34.8333,unknown,images\s1_h06_h06_r4_s1_h06_r4_pict1328.jpg
S1/H06/H06_R3/S1_H06_R3_PICT0381,S1/H06/H06_R3/S1_H06_R3_PICT0381.JPG,s1_h06_h06_r3_s1_h06_r3_pict0381.jpg,H06,H06,,SER_S1#H06#3#128,leopard,-2.3333,34.8333,unknown,images\s1_h06_h06_r3_s1_h06_r3_pict0381.jpg
S1/H06/H06_R4/S1_H06_R4_PICT1330,S1/H06/H06_R4/S1_H06_R4_PICT1330.JPG,s1_h06_h06_r4_s1_h06_r4_pict1330.jpg,H06,H06,,SER_S1#H06#4#444,leopard,-2.3333,34.8333,unknown,images\s1_h06_h06_r4_s1_h06_r4_pict1330.jpg
S1/E06/E06_R4/S1_E06_R4_PICT1288,S1/E06/E06_R4/S1_E06_R4_PICT1288.JPG,s1_e06_e06_r4_s1_e06_r4_pict1288.jpg,E06,E06,,SER_S1#E06#4#430,leopard,-2.3062,34.9027,kopje,images\s1_e06_e06_r4_s1_e06_r4_pict1288.jpg
S1/H06/H06_R3/S1_H06_R3_PICT0380,S1/H06/H06_R3/S1_H06_R3_PICT0380.JPG,s1_h06_h06_r3_s1_h06_r3_pict0380.jpg,H06,H06,,SER_S1#H06#3#128,leopard,-2.3333,34.8333,unknown,images\s1_h06_h06_r3_s1_h06_r3_pict0380.jpg
S1/F12/F12_R1/S1_F12_R1_PICT0651,S1/F12/F12_R1/S1_F12_R1_PICT0651.JPG,s1_f12_f12_r1_s1_f12_r1_pict0651.jpg,F12,F12,,SER_S1#F12#1#218,leopard,-2.3333,34.8333,unknown,images\s1_f12_f12_r1_s1_f12_r1_pict0651.jpg
S1/T09/T09_R1/S1_T09_R1_PICT0125,S1/T09/T09_R1/S1_T09_R1_PICT0125.JPG,s1_t09_t09_r1_s1_t09_r1_pict0125.jpg,T09,T09,,SER_S1#T09#1#43,leopard,-2.3333,34.8333,unknown,images\s1_t09_t09_r1_s1_t09_r1_pict0125.jpg
S1/H11/H11_R1/S1_H11_R1_PICT5802,S1/H11/H11_R1/S1_H11_R1_PICT5802.JPG,s1_h11_h11_r1_s1_h11_r1_pict5802.jpg,H11,H11,,SER_S1#H11#1#1935,leopard,-2.3333,34.8333,unknown,images\s1_h11_h11_r1_s1_h11_r1_pict5802.jpg
S1/P07/P07_R1/S1_P07_R1_PICT0834,S1/P07/P07_R1/S1_P07_R1_PICT0834.JPG,s1_p07_p07_r1_s1_p07_r1_pict0834.jpg,P07,P07,,SER_S1#P07#1#279,leopard,-2.3333,34.8333,unknown,images\s1_p07_p07_r1_s1_p07_r1_pict0834.jpg
S1/E06/E06_R4/S1_E06_R4_PICT1286,S1/E06/E06_R4/S1_E06_R4_PICT1286.JPG,s1_e06_e06_r4_s1_e06_r4_pict1286.jpg,E06,E06,,SER_S1#E06#4#430,leopard,-2.3062,34.9027,kopje,images\s1_e06_e06_r4_s1_e06_r4_pict1286.jpg
S1/H06/H06_R3/S1_H06_R3_PICT0382,S1/H06/H06_R3/S1_H06_R3_PICT0382.JPG,s1_h06_h06_r3_s1_h06_r3_pict0382.jpg,H06,H06,,SER_S1#H06#3#128,leopard,-2.3333,34.8333,unknown,images\s1_h06_h06_r3_s1_h06_r3_pict0382.jpg
S1/H06/H06_R4/S1_H06_R4_PICT1296,S1/H06/H06_R4/S1_H06_R4_PICT1296.JPG,s1_h06_h06_r4_s1_h06_r4_pict1296.jpg,H06,H06,,SER_S1#H06#4#433,leopard,-2.3333,34.8333,unknown,images\s1_h06_h06_r4_s1_h06_r4_pict1296.jpg
S1/P07/P07_R1/S1_P07_R1_PICT1062,S1/P07/P07_R1/S1_P07_R1_PICT1062.JPG,s1_p07_p07_r1_s1_p07_r1_pict1062.jpg,P07,P07,,SER_S1#P07#1#355,leopard,-2.3333,34.8333,unknown,images\s1_p07_p07_r1_s1_p07_r1_pict1062.jpg
S1/H11/H11_R1/S1_H11_R1_PICT5801,S1/H11/H11_R1/S1_H11_R1_PICT5801.JPG,s1_h11_h11_r1_s1_h11_r1_pict5801.jpg,H11,H11,,SER_S1#H11#1#1935,leopard,-2.3333,34.8333,unknown,images\s1_h11_h11_r1_s1_h11_r1_pict5801.jpg
S1/H06/H06_R4/S1_H06_R4_PICT1295,S1/H06/H06_R4/S1_H06_R4_PICT1295.JPG,s1_h06_h06_r4_s1_h06_r4_pict1295.jpg,H06,H06,,SER_S1#H06#4#433,leopard,-2.3333,34.8333,unknown,images\s1_h06_h06_r4_s1_h06_r4_pict1295.jpg
S1/E06/E06_R4/S1_E06_R4_PICT1287,S1/E06/E06_R4/S1_E06_R4_PICT1287.JPG,s1_e06_e06_r4_s1_e06_r4_pict1287.jpg,E06,E06,,SER_S1#E06#4#430,leopard,-2.3062,34.9027,kopje,images\s1_e06_e06_r4_s1_e06_r4_pict1287.jpg
S1/F12/F12_R1/S1_F12_R1_PICT0652,S1/F12/F12_R1/S1_F12_R1_PICT0652.JPG,s1_f12_f12_r1_s1_f12_r1_pict0652.jpg,F12,F12,,SER_S1#F12#1#218,leopard,-2.3333,34.8333,unknown,images\s1_f12_f12_r1_s1_f12_r1_pict0652.jpg
S1/H06/H06_R4/S1_H06_R4_PICT1297,S1/H06/H06_R4/S1_H06_R4_PICT1297.JPG,s1_h06_h06_r4_s1_h06_r4_pict1297.jpg,H06,H06,,SER_S1#H06#4#433,leopard,-2.3333,34.8333,unknown,images\s1_h06_h06_r4_s1_h06_r4_pict1297.jpg
S1/D06/D06_R2/S1_D06_R2_PICT1538,S1/D06/D06_R2/S1_D06_R2_PICT1538.JPG,s1_d06_d06_r2_s1_d06_r2_pict1538.jpg,D06,D06,,SER_S1#D06#2#514,leopard,-2.2562,34.9027,kopje,images\s1_d06_d06_r2_s1_d06_r2_pict1538.jpg
S1/P07/P07_R1/S1_P07_R1_PICT0835,S1/P07/P07_R1/S1_P07_R1_PICT0835.JPG,s1_p07_p07_r1_s1_p07_r1_pict0835.jpg,P07,P07,,SER_S1#P07#1#279,leopard,-2.3333,34.8333,unknown,images\s1_p07_p07_r1_s1_p07_r1_pict0835.jpg
S1/E06/E06_R4/S1_E06_R4_PICT1212,S1/E06/E06_R4/S1_E06_R4_PICT1212.JPG,s1_e06_e06_r4_s1_e06_r4_pict1212.jpg,E06,E06,,SER_S1#E06#4#405,leopard,-2.3062,34.9027,kopje,images\s1_e06_e06_r4_s1_e06_r4_pict1212.jpg
S1/P07/P07_R1/S1_P07_R1_PICT0833,S1/P07/P07_R1/S1_P07_R1_PICT0833.JPG,s1_p07_p07_r1_s1_p07_r1_pict0833.jpg,P07,P07,,SER_S1#P07#1#279,leopard,-2.3333,34.8333,unknown,images\s1_p07_p07_r1_s1_p07_r1_pict0833.jpg
S1/E06/E06_R4/S1_E06_R4_PICT1213,S1/E06/E06_R4/S1_E06_R4_PICT1213.JPG,s1_e06_e06_r4_s1_e06_r4_pict1213.jpg,E06,E06,,SER_S1#E06#4#405,leopard,-2.3062,34.9027,kopje,images\s1_e06_e06_r4_s1_e06_r4_pict1213.jpg
S1/G03/G03_R1/S1_G03_R1_PICT0012,S1/G03/G03_R1/S1_G03_R1_PICT0012.JPG,s1_g03_g03_r1_s1_g03_r1_pict0012.jpg,G03,G03,,SER_S1#G03#1#12,leopard,-2.3333,34.8333,unknown,images\s1_g03_g03_r1_s1_g03_r1_pict0012.jpg
S1/D06/D06_R2/S1_D06_R2_PICT1540,S1/D06/D06_R2/S1_D06_R2_PICT1540.JPG,s1_d06_d06_r2_s1_d06_r2_pict1540.jpg,D06,D06,,SER_S1#D06#2#514,leopard,-2.2562,34.9027,kopje,images\s1_d06_d06_r2_s1_d06_r2_pict1540.jpg
S1/D06/D06_R2/S1_D06_R2_PICT1539,S1/D06/D06_R2/S1_D06_R2_PICT1539.JPG,s1_d06_d06_r2_s1_d06_r2_pict1539.jpg,D06,D06,,SER_S1#D06#2#514,leopard,-2.2562,34.9027,kopje,images\s1_d06_d06_r2_s1_d06_r2_pict1539.jpg
S1/E06/E06_R4/S1_E06_R4_PICT1149,S1/E06/E06_R4/S1_E06_R4_PICT1149.JPG,s1_e06_e06_r4_s1_e06_r4_pict1149.jpg,E06,E06,,SER_S1#E06#4#384,leopard,-2.3062,34.9027,kopje,images\s1_e06_e06_r4_s1_e06_r4_pict1149.jpg
S1/E06/E06_R4/S1_E06_R4_PICT1211,S1/E06/E06_R4/S1_E06_R4_PICT1211.JPG,s1_e06_e06_r4_s1_e06_r4_pict1211.jpg,E06,E06,,SER_S1#E06#4#405,leopard,-2.3062,34.9027,kopje,images\s1_e06_e06_r4_s1_e06_r4_pict1211.jpg
S1/T09/T09_R1/S1_T09_R1_PICT0127,S1/T09/T09_R1/S1_T09_R1_PICT0127.JPG,s1_t09_t09_r1_s1_t09_r1_pict0127.jpg,T09,T09,,SER_S1#T09#1#43,leopard,-2.3333,34.8333,unknown,images\s1_t09_t09_r1_s1_t09_r1_pict0127.jpg
S1/H11/H11_R1/S1_H11_R1_PICT5803,S1/H11/H11_R1/S1_H11_R1_PICT5803.JPG,s1_h11_h11_r1_s1_h11_r1_pict5803.jpg,H11,H11,,SER_S1#H11#1#1935,leopard,-2.3333,34.8333,unknown,images\s1_h11_h11_r1_s1_h11_r1_pict5803.jpg
S1/H06/H06_R4/S1_H06_R4_PICT1329,S1/H06/H06_R4/S1_H06_R4_PICT1329.JPG,s1_h06_h06_r4_s1_h06_r4_pict1329.jpg,H06,H06,,SER_S1#H06#4#444,leopard,-2.3333,34.8333,unknown,images\s1_h06_h06_r4_s1_h06_r4_pict1329.jpg
S1/P07/P07_R1/S1_P07_R1_PICT1061,S1/P07/P07_R1/S1_P07_R1_PICT1061.JPG,s1_p07_p07_r1_s1_p07_r1_pict1061.jpg,P07,P07,,SER_S1#P07#1#355,leopard,-2.3333,34.8333,unknown,images\s1_p07_p07_r1_s1_p07_r1_pict1061.jpg
S1/E06/E06_R4/S1_E06_R4_PICT1148,S1/E06/E06_R4/S1_E06_R4_PICT1148.JPG,s1_e06_e06_r4_s1_e06_r4_pict1148.jpg,E06,E06,,SER_S1#E06#4#384,leopard,-2.3062,34.9027,kopje,images\s1_e06_e06_r4_s1_e06_r4_pict1148.jpg
S1/B06/B06_R1/S1_B06_R1_PICT0009,S1/B06/B06_R1/S1_B06_R1_PICT0009.JPG,s1_b06_b06_r1_s1_b06_r1_pict0009.jpg,B06,B06,,SER_S1#B06#1#9,leopard,-2.1562,34.9027,woodland,images\s1_b06_b06_r1_s1_b06_r1_pict0009.jpg
S1/P07/P07_R1/S1_P07_R1_PICT1063,S1/P07/P07_R1/S1_P07_R1_PICT1063.JPG,s1_p07_p07_r1_s1_p07_r1_pict1063.jpg,P07,P07,,SER_S1#P07#1#355,leopard,-2.3333,34.8333,unknown,images\s1_p07_p07_r1_s1_p07_r1_pict1063.jpg
S1/H02/H02_R1/S1_H02_R1_PICT1022,S1/H02/H02_R1/S1_H02_R1_PICT1022.JPG,s1_h02_h02_r1_s1_h02_r1_pict1022.jpg,H02,H02,,SER_S1#H02#1#342,zebra,-2.3333,34.8333,unknown,images\s1_h02_h02_r1_s1_h02_r1_pict1022.jpg
S1/J06/J06_R3/S1_J06_R3_PICT1748,S1/J06/J06_R3/S1_J06_R3_PICT1748.JPG,s1_j06_j06_r3_s1_j06_r3_pict1748.jpg,J06,J06,,SER_S1#J06#3#583,zebra,-2.3333,34.8333,unknown,images\s1_j06_j06_r3_s1_j06_r3_pict1748.jpg
S1/D05/D05_R5/S1_D05_R5_PICT0593,S1/D05/D05_R5/S1_D05_R5_PICT0593.JPG,s1_d05_d05_r5_s1_d05_r5_pict0593.jpg,D05,D05,,SER_S1#D05#5#199,zebra,-2.2562,34.8527,open_grassland,images\s1_d05_d05_r5_s1_d05_r5_pict0593.jpg
S1/G01/G01_R2/S1_G01_R2_PICT0020,S1/G01/G01_R2/S1_G01_R2_PICT0020.JPG,s1_g01_g01_r2_s1_g01_r2_pict0020.jpg,G01,G01,,SER_S1#G01#2#8,zebra,-2.3333,34.8333,unknown,images\s1_g01_g01_r2_s1_g01_r2_pict0020.jpg
S1/J06/J06_R3/S1_J06_R3_PICT2212,S1/J06/J06_R3/S1_J06_R3_PICT2212.JPG,s1_j06_j06_r3_s1_j06_r3_pict2212.jpg,J06,J06,,SER_S1#J06#3#738,zebra,-2.3333,34.8333,unknown,images\s1_j06_j06_r3_s1_j06_r3_pict2212.jpg
S1/C06/C06_R4/S1_C06_R4_PICT0169,S1/C06/C06_R4/S1_C06_R4_PICT0169.JPG,s1_c06_c06_r4_s1_c06_r4_pict0169.jpg,C06,C06,,SER_S1#C06#4#57,zebra,-2.2062,34.9027,riverine,images\s1_c06_c06_r4_s1_c06_r4_pict0169.jpg
S1/D02/D02_R1/S1_D02_R1_PICT1337,S1/D02/D02_R1/S1_D02_R1_PICT1337.JPG,s1_d02_d02_r1_s1_d02_r1_pict1337.jpg,D02,D02,,SER_S1#D02#1#445,zebra,-2.3333,34.8333,unknown,images\s1_d02_d02_r1_s1_d02_r1_pict1337.jpg
S1/R10/R10_R2/S1_R10_R2_PICT0388,S1/R10/R10_R2/S1_R10_R2_PICT0388.JPG,s1_r10_r10_r2_s1_r10_r2_pict0388.jpg,R10,R10,,SER_S1#R10#2#130,zebra,-2.3333,34.8333,unknown,images\s1_r10_r10_r2_s1_r10_r2_pict0388.jpg
S1/H01/H01_R1/S1_H01_R1_PICT2052,S1/H01/H01_R1/S1_H01_R1_PICT2052.JPG,s1_h01_h01_r1_s1_h01_r1_pict2052.jpg,H01,H01,,SER_S1#H01#1#685,zebra,-2.3333,34.8333,unknown,images\s1_h01_h01_r1_s1_h01_r1_pict2052.jpg
S1/M04/M04_R1/S1_M04_R1_PICT0112,S1/M04/M04_R1/S1_M04_R1_PICT0112.JPG,s1_m04_m04_r1_s1_m04_r1_pict0112.jpg,M04,M04,,SER_S1#M04#1#38,zebra,-2.3333,34.8333,unknown,images\s1_m04_m04_r1_s1_m04_r1_pict0112.jpg
S1/C03/C03_R5/S1_C03_R5_PICT2842,S1/C03/C03_R5/S1_C03_R5_PICT2842.JPG,s1_c03_c03_r5_s1_c03_r5_pict2842.jpg,C03,C03,,SER_S1#C03#5#948,zebra,-2.3333,34.8333,unknown,images\s1_c03_c03_r5_s1_c03_r5_pict2842.jpg
S1/B07/B07_R1/S1_B07_R1_PICT0031,S1/B07/B07_R1/S1_B07_R1_PICT0031.JPG,s1_b07_b07_r1_s1_b07_r1_pict0031.jpg,B07,B07,,SER_S1#B07#1#11,zebra,-2.1562,34.9527,woodland,images\s1_b07_b07_r1_s1_b07_r1_pict0031.jpg
S1/B07/B07_R1/S1_B07_R1_PICT1257,S1/B07/B07_R1/S1_B07_R1_PICT1257.JPG,s1_b07_b07_r1_s1_b07_r1_pict1257.jpg,B07,B07,,SER_S1#B07#1#420,zebra,-2.1562,34.9527,woodland,images\s1_b07_b07_r1_s1_b07_r1_pict1257.jpg
S1/F04/F04_R2/S1_F04_R2_PICT0829,S1/F04/F04_R2/S1_F04_R2_PICT0829.JPG,s1_f04_f04_r2_s1_f04_r2_pict0829.jpg,F04,F04,,SER_S1#F04#2#278,zebra,-2.3562,34.8027,open_grassland,images\s1_f04_f04_r2_s1_f04_r2_pict0829.jpg
S1/C06/C06_R4/S1_C06_R4_PICT0437,S1/C06/C06_R4/S1_C06_R4_PICT0437.JPG,s1_c06_c06_r4_s1_c06_r4_pict0437.jpg,C06,C06,,SER_S1#C06#4#147,zebra,-2.2062,34.9027,riverine,images\s1_c06_c06_r4_s1_c06_r4_pict0437.jpg
S1/C06/C06_R4/S1_C06_R4_PICT0383,S1/C06/C06_R4/S1_C06_R4_PICT0383.JPG,s1_c06_c06_r4_s1_c06_r4_pict0383.jpg,C06,C06,,SER_S1#C06#4#129,zebra,-2.2062,34.9027,riverine,images\s1_c06_c06_r4_s1_c06_r4_pict0383.jpg
S1/L03/L03_R1/S1_L03_R1_PICT0252,S1/L03/L03_R1/S1_L03_R1_PICT0252.JPG,s1_l03_l03_r1_s1_l03_r1_pict0252.jpg,L03,L03,,SER_S1#L03#1#85,zebra,-2.3333,34.8333,unknown,images\s1_l03_l03_r1_s1_l03_r1_pict0252.jpg
S1/L03/L03_R1/S1_L03_R1_PICT0412,S1/L03/L03_R1/S1_L03_R1_PICT0412.JPG,s1_l03_l03_r1_s1_l03_r1_pict0412.jpg,L03,L03,,SER_S1#L03#1#138,zebra,-2.3333,34.8333,unknown,images\s1_l03_l03_r1_s1_l03_r1_pict0412.jpg
S1/E05/E05_R4/S1_E05_R4_PICT1280,S1/E05/E05_R4/S1_E05_R4_PICT1280.JPG,s1_e05_e05_r4_s1_e05_r4_pict1280.jpg,E05,E05,,SER_S1#E05#4#428,zebra,-2.3062,34.8527,open_grassland,images\s1_e05_e05_r4_s1_e05_r4_pict1280.jpg
S1/D02/D02_R1/S1_D02_R1_PICT1458,S1/D02/D02_R1/S1_D02_R1_PICT1458.JPG,s1_d02_d02_r1_s1_d02_r1_pict1458.jpg,D02,D02,,SER_S1#D02#1#485,zebra,-2.3333,34.8333,unknown,images\s1_d02_d02_r1_s1_d02_r1_pict1458.jpg
S1/B05/B05_R3/S1_B05_R3_PICT0351,S1/B05/B05_R3/S1_B05_R3_PICT0351.JPG,s1_b05_b05_r3_s1_b05_r3_pict0351.jpg,B05,B05,,SER_S1#B05#3#118,zebra,-2.1562,34.8527,open_grassland,images\s1_b05_b05_r3_s1_b05_r3_pict0351.jpg
S1/G03/G03_R4/S1_G03_R4_PICT2491,S1/G03/G03_R4/S1_G03_R4_PICT2491.JPG,s1_g03_g03_r4_s1_g03_r4_pict2491.jpg,G03,G03,,SER_S1#G03#4#831,zebra,-2.3333,34.8333,unknown,images\s1_g03_g03_r4_s1_g03_r4_pict2491.jpg
S1/L03/L03_R1/S1_L03_R1_PICT0280,S1/L03/L03_R1/S1_L03_R1_PICT0280.JPG,s1_l03_l03_r1_s1_l03_r1_pict0280.jpg,L03,L03,,SER_S1#L03#1#94,zebra,-2.3333,34.8333,unknown,images\s1_l03_l03_r1_s1_l03_r1_pict0280.jpg
S1/F05/F05_R2/S1_F05_R2_PICT2683,S1/F05/F05_R2/S1_F05_R2_PICT2683.JPG,s1_f05_f05_r2_s1_f05_r2_pict2683.jpg,F05,F05,,SER_S1#F05#2#895,zebra,-2.3562,34.8527,woodland,images\s1_f05_f05_r2_s1_f05_r2_pict2683.jpg
S1/N04/N04_R1/S1_N04_R1_PICT1421,S1/N04/N04_R1/S1_N04_R1_PICT1421.JPG,s1_n04_n04_r1_s1_n04_r1_pict1421.jpg,N04,N04,,SER_S1#N04#1#475,zebra,-2.3333,34.8333,unknown,images\s1_n04_n04_r1_s1_n04_r1_pict1421.jpg
S1/G01/G01_R2/S1_G01_R2_PICT0243,S1/G01/G01_R2/S1_G01_R2_PICT0243.JPG,s1_g01_g01_r2_s1_g01_r2_pict0243.jpg,G01,G01,,SER_S1#G01#2#82,zebra,-2.3333,34.8333,unknown,images\s1_g01_g01_r2_s1_g01_r2_pict0243.jpg
S1/J03/J03_R1/S1_J03_R1_PICT2134,S1/J03/J03_R1/S1_J03_R1_PICT2134.JPG,s1_j03_j03_r1_s1_j03_r1_pict2134.jpg,J03,J03,,SER_S1#J03#1#64,zebra,-2.3333,34.8333,unknown,images\s1_j03_j03_r1_s1_j03_r1_pict2134.jpg
S1/E04/E04_R5/S1_E04_R5_PICT0067,S1/E04/E04_R5/S1_E04_R5_PICT0067.JPG,s1_e04_e04_r5_s1_e04_r5_pict0067.jpg,E04,E04,,SER_S1#E04#5#23,zebra,-2.3062,34.8027,open_grassland,images\s1_e04_e04_r5_s1_e04_r5_pict0067.jpg
S1/G03/G03_R4/S1_G03_R4_PICT2500,S1/G03/G03_R4/S1_G03_R4_PICT2500.JPG,s1_g03_g03_r4_s1_g03_r4_pict2500.jpg,G03,G03,,SER_S1#G03#4#834,zebra,-2.3333,34.8333,unknown,images\s1_g03_g03_r4_s1_g03_r4_pict2500.jpg
S1/E02/E02_R5/S1_E02_R5_PICT0273,S1/E02/E02_R5/S1_E02_R5_PICT0273.JPG,s1_e02_e02_r5_s1_e02_r5_pict0273.jpg,E02,E02,,SER_S1#E02#5#92,zebra,-2.3333,34.8333,unknown,images\s1_e02_e02_r5_s1_e02_r5_pict0273.jpg
S1/L03/L03_R1/S1_L03_R1_PICT0224,S1/L03/L03_R1/S1_L03_R1_PICT0224.JPG,s1_l03_l03_r1_s1_l03_r1_pict0224.jpg,L03,L03,,SER_S1#L03#1#76,zebra,-2.3333,34.8333,unknown,images\s1_l03_l03_r1_s1_l03_r1_pict0224.jpg
S1/C06/C06_R4/S1_C06_R4_PICT0443,S1/C06/C06_R4/S1_C06_R4_PICT0443.JPG,s1_c06_c06_r4_s1_c06_r4_pict0443.jpg,C06,C06,,SER_S1#C06#4#149,zebra,-2.2062,34.9027,riverine,images\s1_c06_c06_r4_s1_c06_r4_pict0443.jpg
S1/H01/H01_R1/S1_H01_R1_PICT3288,S1/H01/H01_R1/S1_H01_R1_PICT3288.JPG,s1_h01_h01_r1_s1_h01_r1_pict3288.jpg,H01,H01,,SER_S1#H01#1#1097,zebra,-2.3333,34.8333,unknown,images\s1_h01_h01_r1_s1_h01_r1_pict3288.jpg
S1/D05/D05_R5/S1_D05_R5_PICT0526,S1/D05/D05_R5/S1_D05_R5_PICT0526.JPG,s1_d05_d05_r5_s1_d05_r5_pict0526.jpg,D05,D05,,SER_S1#D05#5#176,zebra,-2.2562,34.8527,open_grassland,images\s1_d05_d05_r5_s1_d05_r5_pict0526.jpg
S1/J06/J06_R3/S1_J06_R3_PICT2227,S1/J06/J06_R3/S1_J06_R3_PICT2227.JPG,s1_j06_j06_r3_s1_j06_r3_pict2227.jpg,J06,J06,,SER_S1#J06#3#743,zebra,-2.3333,34.8333,unknown,images\s1_j06_j06_r3_s1_j06_r3_pict2227.jpg
